nTracks,time,time_low_error,time_high_error
5,30.0621,9.27287,9.27287
10,28.4411,12.4927,12.4927
50,33.0647,9.96155,9.96155
100,31.5959,9.8798,9.8798
500,40.1402,12.6997,12.6997
1000,39.7845,10.6806,10.6806
5000,87.377,9.33475,9.33475
10000,138.716,5.11515,5.11515
50000,546.436,8.63638,8.63638
100000,950.102,16.8356,16.8356
