nTracks,time,time_low_error,time_high_error
5,45.9684,14.5575,14.5575
10,45.1385,11.4901,11.4901
50,31.284,14.3084,14.3084
100,46.0398,17.2063,17.2063
500,52.2235,18.3884,18.3884
1000,62.4686,15.3383,15.3383
5000,92.2266,2.36866,2.36866
10000,108.841,17.1245,17.1245
50000,274.365,2.63736,2.63736
100000,422.178,24.8645,24.8645
