nTracks,time,time_low_error,time_high_error
5,111.434,3.40981,3.40981
10,110.249,2.82861,2.82861
50,143.17,12.3062,12.3062
100,92.8008,6.28884,6.28884
500,105.366,1.61466,1.61466
1000,106.634,0.35464,0.35464
5000,136.174,1.6177,1.6177
10000,173.919,3.81301,3.81301
50000,503.14,14.3797,14.3797
100000,929.825,2.22602,2.22602
