nTracks,time,time_low_error,time_high_error
5,71.6679,2.87091,2.87091
10,73.5372,2.39583,2.39583
50,78.9257,6.27109,6.27109
100,50.4119,3.20957,3.20957
500,73.7073,1.14932,1.14932
1000,94.9955,1.72866,1.72866
5000,280.07,2.88112,2.88112
10000,510.725,2.57696,2.57696
50000,2340.65,5.42295,5.42295
100000,4569.61,16.6291,16.6291
