nTracks,time,time_low_error,time_high_error
5,120.035,4.03588,4.03588
10,125.403,3.17587,3.17587
50,154.65,22.7194,22.7194
100,83.6395,1.29438,1.29438
500,92.9021,0.602747,0.602747
1000,91.9046,0.614515,0.614515
5000,130.769,2.97455,2.97455
10000,164.824,2.27027,2.27027
50000,572.907,3.34288,3.34288
100000,1037.06,8.91915,8.91915
