nTracks,time,time_low_error,time_high_error
5,20.8726,14.8008,14.8008
10,36.7358,18.1948,18.1948
50,28.6159,19.5502,19.5502
100,34.4057,18.0414,18.0414
500,48.0106,15.5102,15.5102
1000,54.8182,10.1112,10.1112
5000,91.0401,14.4239,14.4239
10000,139.154,11.661,11.661
50000,516.674,2.27936,2.27936
100000,870.317,27.2272,27.2272
