nTracks,time,time_low_error,time_high_error
5,83.0813,0.496932,0.496932
10,89.119,3.52032,3.52032
50,85.7112,5.5901,5.5901
100,66.9106,5.10395,5.10395
500,82.7011,0.877276,0.877276
1000,105.676,1.43562,1.43562
5000,289.111,3.09543,3.09543
10000,511.419,5.60109,5.60109
50000,2282.83,15.2966,15.2966
100000,4477.83,13.2063,13.2063
