nTracks,time,time_low_error,time_high_error
5,32.6494,12.4914,12.4914
10,34.0669,12.4777,12.4777
50,49.1267,0.447671,0.447671
100,33.658,12.1392,12.1392
500,41.3984,11.1574,11.1574
1000,50.9182,9.99429,9.99429
5000,80.0055,5.84651,5.84651
10000,109.366,2.90711,2.90711
50000,348.389,10.708,10.708
100000,529.575,13.1089,13.1089
