nTracks,time,time_low_error,time_high_error
5,42.3308,14.1569,14.1569
10,38.7989,15.3493,15.3493
50,51.9763,0.85079,0.85079
100,43.395,12.2981,12.2981
500,56.358,4.97813,4.97813
1000,63.195,1.70765,1.70765
5000,120.493,1.45825,1.45825
10000,177.745,10.8493,10.8493
50000,697.704,21.9469,21.9469
100000,1369.6,1.88869,1.88869
