nTracks,time,time_low_error,time_high_error
5,54.1032,1.19256,1.19256
10,48.836,15.2843,15.2843
50,53.4919,15.4665,15.4665
100,48.1593,19.3923,19.3923
500,71.0897,1.7375,1.7375
1000,73.407,0.647613,0.647613
5000,98.212,4.98822,4.98822
10000,136.608,3.16609,3.16609
50000,358.324,14.238,14.238
100000,663.315,12.633,12.633
