nTracks,time,time_low_error,time_high_error
5,45.7012,2.91968,2.91968
10,47.2505,0.837269,0.837269
50,50.627,1.7155,1.7155
100,53.3511,0.853023,0.853023
500,57.8078,1.40492,1.40492
1000,61.3724,1.24818,1.24818
5000,95.4647,3.49746,3.49746
10000,124.458,12.6822,12.6822
50000,418.916,6.08274,6.08274
100000,759.437,4.02734,4.02734
