5,20.79,.7835,.5914
10,26.88,.2587,.2236
50,36.14,2.1529,3.0916
100,61.94,.069,.1028
500,70.06,1.0218,1.6245
1000,74.59,2.916,7.5948
5000,96.96,3.3153,10.505
10000,123.34,1.491,4.313
