5,3.31,.25197,.25636
10,7.97,1.24239,4.7651
50,36.24,6.2981,19.2677
100,70.94,7.9223,28.0691
500,329.93,8.10,22.878
1000,780.13,113.313,57.79
5000,3531.17,228.38,386.62
10000,6731.41,297.49,214.34
