nTracks,time,time_low_error,time_high_error
5,14.41,1.6832,3.6986
10,13.30,.6524,2.4899
50,12.96,.4727,1.6431
100,12.81,.1084,.1013
500,16.81,.6178,.8916
1000,24.78,.9055,.7253
5000,65.84,1.4728,3.6444
10000,111.51,5.312,7.862
50000,484.50,5.376,8.017
100000,962.76,18.031,9.738
