nTracks,time,time_low_error,time_high_error
5,37.28,1.1286,1.6039
10,29.65,17.56,8.2233
50,24.98,11.8367,11.3528
100,37.92,1.3554,2.5394
500,37.27,19.9924,7.6272
1000,43.79,19.9343,5.9327
5000,91.43,2.8335,4.2072
10000,119.90,4.235,10.414
50000,554.69,1.278,.847
100000,950.10,23.19,29.257
