nTracks,time,time_low_error,time_high_error
5,51.75,4.0412,2.2715
10,38.09,22.3719,15.3198
50,56.15,11.1556,4.4938
100,53.71,31.0376,8.7416
500,58.67,30.3032,8.6926
1000,68.78,.6457,2.3129
5000,89.16,4.6937,5.4747
10000,111.04,5.298,5.874
50000,263.76,16.66,8.539
100000,436.24,30.174,29.016
