nTracks,time,time_low_error,time_high_error
5,20.87,7.7875,29.5903
10,36.73,23.4397,16.8196
50,28.61,16.3472,24.0192
100,34.40,21.1032,20.7665
500,48.01,30.9452,9.7356
1000,54.81,20.0957,6.5001
5000,91.04,28.7768,8.3044
10000,139.15,23.301,6.43
50000,516.67,3.429,2.765
100000,870.31,46.532,37.433
