nTracks,time,time_low_error,time_high_error
5,72.78,5.1901,2.5843
10,72.18,4.596,4.3971
50,78.01,2.34,3.4174
100,55.82,8.6109,15.2974
500,71.87,.5573,.9534
1000,94.38,1.2517,2.1192
5000,281.93,12.781,14.09
10000,512.97,6.837,5.299
50000,2316.27,12.85,20.45
100000,4569.61,19.38,24.43
