nTracks,time,time_low_error,time_high_error
5,.01,-.0042866,.0074608
10,.01,-.0050361,.006699
50,.02,.0019724,.0035423
100,.02,-.0037263,.0169713
500,.03,.0035361,.0317435
1000,.03,.0021111,.0150132
5000,.05,.0036836,.00612
10000,.08,.0087534,.032831
50000,.27,.014883,.028832
100000,.43,.019451,.048923
