5,18.45,3.0514,6.6984
10,17.06,3.3257,6.0915
50,40.19,26.7253,90.803
100,48.27,24.4908,90.953
500,59.92,13.6571,10.2478
1000,76.38,16.3872,13.3523
5000,363.87,16.397,17.053
10000,769.15,34.727,32.827
