nTracks,time,time_low_error,time_high_error
5,28.00,15.2999,23.0212
10,39.91,27.2033,10.4425
50,42.23,30.1608,7.7855
100,42.41,18.2022,8.4498
500,30.14,15.8939,23.1632
1000,58.23,.5619,.3689
5000,94.30,2.6678,5.3408
10000,137.51,4.046,8.067
50000,456.21,18.636,9.845
100000,871.94,10.40,23.812
