nTracks,time,time_low_error,time_high_error
5,39.86,17.6296,9.0775
10,27.00,15.5428,10.8483
50,19.49,7.4964,4.5026
100,30.97,18.9742,9.0595
500,18.77,2.9998,9.4314
1000,44.02,5.3783,5.0732
5000,76.94,13.9359,13.409
10000,132.04,15.19,9.835
50000,585.29,115.128,392.007
100000,948.81,16.587,30.409
