nTracks,time,time_low_error,time_high_error
5,12.26,4.60734,3.0913
10,9.24,2.18174,4.4182
50,11.73,4.54534,3.9571
100,11.27,2.27601,2.7863
500,15.36,3.4392,2.41
1000,47.82,37.0307,137.394
5000,23.73,4.1766,1.4263
10000,40.41,9.7458,4.9427
50000,211.87,22.973,35.057
100000,443.48,34.962,42.149
