5,14.20,.0283,.0223
10,19.57,.0502,.0494
50,19.88,.3373,.4996
100,22.54,.0677,.1441
500,26.68,.9273,1.4513
1000,28.18,.3537,.2529
5000,53.67,1.5928,4.0878
10000,80.27,.3273,.3902
