nTracks,time,time_low_error,time_high_error
5,41.10,.4284,.7496
10,37.10,18.427,5.0629
50,38.48,15.4291,11.4316
100,46.22,4.7598,4.1554
500,40.50,15.5061,10.73
1000,56.09,2.4679,6.3994
5000,79.82,3.5075,7.2581
10000,104.54,3.875,7.92
50000,334.11,30.193,17.523
100000,550.33,18.266,16.06
