nTracks,time,time_low_error,time_high_error
5,50.76,2.5672,5.3338
10,47.60,3.3762,3.0936
50,47.45,1.397,1.4062
100,47.85,2.5962,2.6947
500,74.58,5.6431,10.1783
1000,80.71,4.2549,7.1743
5000,102.79,13.4711,13.086
10000,116.09,5.165,8.318
50000,233.90,16.396,9.73
100000,384.71,40.541,24.892
