nTracks,time,time_low_error,time_high_error
5,120.03,5.193,5.264
10,125.40,4.092,3.127
50,154.64,24.172,33.842
100,83.63,1.373,2.4384
500,92.90,.9042,.6333
1000,91.90,.8686,.7043
5000,130.76,5.17,3.468
10000,164.82,3.581,2.453
50000,572.90,4.84,4.098
