5,.23,.05873,.072081
10,.44,.052525,.120562
50,1.65,.19301,.15251
100,3.23,.43079,.90122
500,15.07,.3948,.3527
1000,29.36,.524,.8346
5000,140.91,3.366,4.319
10000,281.07,7.213,3.293
5,.23,.05873,.072081
10,.44,.052525,.120562
50,1.65,.19301,.15251
100,3.23,.43079,.90122
500,15.07,.3948,.3527
1000,29.36,.524,.8346
5000,140.91,3.366,4.319
10000,281.07,7.213,3.293
