5,18.36,.4835,.2987
10,22.88,.1633,.2317
50,25.81,.8142,.5732
100,28.94,.1226,.2417
500,35.15,.6514,.7777
1000,40.01,.972,2.5179
5000,76.48,2.2903,1.7356
10000,122.16,5.069,12.784
