nTracks,time,time_low_error,time_high_error
5,23.14,12.8909,12.4631
10,29.43,17.6693,6.5406
50,21.17,9.8911,15.2219
100,30.79,20.6698,5.6404
500,35.34,19.3798,6.4039
1000,43.13,20.3635,5.3581
5000,79.72,19.479,10.0795
10000,133.02,2.756,4.32
50000,497.07,1.683,2.073
100000,966.75,15.75,15.731
