5,2.91,.56838,.79277
10,2.90,.655,.47504
50,3.49,.39027,.83555
100,3.32,.40333,.49832
500,6.34,.34812,.31597
1000,9.74,.30872,.4714
5000,41.48,.5437,1.0195
10000,80.63,6.0641,2.588
5,2.91,.56838,.79277
10,2.90,.655,.47504
50,3.49,.39027,.83555
100,3.32,.40333,.49832
500,6.34,.34812,.31597
1000,9.74,.30872,.4714
5000,41.48,.5437,1.0195
10000,80.63,6.0641,2.588
