nTracks,time,time_low_error,time_high_error
5,116.029,4.29787,4.29787
10,117.429,4.57018,4.57018
50,133.962,8.95465,8.95465
100,101.01,15.1408,15.1408
500,92.3773,4.504,4.504
1000,88.4013,0.147137,0.147137
5000,125.88,2.89835,2.89835
10000,163.842,1.86943,1.86943
50000,552.056,6.07037,6.07037
100000,972.786,2.88894,2.88894
