nTracks,time,time_low_error,time_high_error
5,1.76573,0.0258981,0.0258981
10,3.32418,0.0148232,0.0148232
50,15.8235,0.0347768,0.0347768
100,31.5537,0.0217325,0.0217325
500,155.275,0.213155,0.213155
1000,310.606,0.307375,0.307375
5000,1547.27,0.817009,0.817009
10000,3091.51,2.34118,2.34118
50000,15428.3,4.45619,4.45619
100000,30852.2,8.87437,8.87437
