nTracks,time,time_low_error,time_high_error
5,21.8321,0.849362,0.849362
10,22.8546,1.85699,1.85699
50,21.6417,0.219568,0.219568
100,21.3201,0.543769,0.543769
500,23.9063,1.11158,1.11158
1000,27.8384,1.43113,1.43113
5000,53.2083,1.47655,1.47655
10000,85.1696,7.83943,7.83943
50000,321.254,6.77979,6.77979
100000,619.568,11.8301,11.8301
