nTracks,time,time_low_error,time_high_error
5,11.6067,0.648721,0.648721
10,12.6459,2.64018,2.64018
50,11.443,0.731177,0.731177
100,11.087,0.173047,0.173047
500,17.0582,0.371821,0.371821
1000,25.2264,2.55471,2.55471
5000,66.7491,4.49544,4.49544
10000,125.236,6.41932,6.41932
50000,534.371,12.9066,12.9066
100000,1053.91,12.1927,12.1927
