nTracks,time,time_low_error,time_high_error
5,19.0013,0.110843,0.110843
10,37.8897,0.155585,0.155585
50,188.747,0.41011,0.41011
100,377.687,0.529886,0.529886
500,1885.84,2.56295,2.56295
1000,3771.01,1.02083,1.02083
5000,18865.7,4.19971,4.19971
10000,37726.9,5.34805,5.34805
50000,188602,34.1971,34.1971
100000,377071,36.2745,36.2745
