nTracks,time,time_low_error,time_high_error
5,50.7635,2.86625,2.86625
10,47.6044,2.18416,2.18416
50,47.459,0.92139,0.92139
100,47.8552,1.75715,1.75715
500,74.583,6.10528,6.10528
1000,80.7146,4.62988,4.62988
5000,102.791,9.8686,9.8686
10000,116.093,4.56008,4.56008
50000,233.903,8.73946,8.73946
100000,384.718,22.3547,22.3547
