nTracks,time,time_low_error,time_high_error
5,0.34656,0.0831548,0.0831548
10,0.520111,0.0795235,0.0795235
50,2.01966,0.074482,0.074482
100,4.16844,0.146429,0.146429
500,18.5088,0.858778,0.858778
1000,46.2085,2.95252,2.95252
5000,230.559,10.8638,10.8638
10000,432.347,15.983,15.983
50000,2219.82,108.929,108.929
100000,4190.47,258.895,258.895
