nTracks,time,time_low_error,time_high_error
5,14.2431,1.0198,1.0198
10,12.5613,1.74088,1.74088
50,13.2355,1.96885,1.96885
100,14.5226,5.5367,5.5367
500,16.2011,0.884739,0.884739
1000,22.5802,1.0217,1.0217
5000,71.2824,16.6802,16.6802
10000,109.661,4.04907,4.04907
50000,475.952,13.0817,13.0817
100000,948.081,14.2859,14.2859
