nTracks,time,time_low_error,time_high_error
5,13.4291,3.93237,3.93237
10,12.9561,0.591126,0.591126
50,10.777,0.524424,0.524424
100,29.4117,15.0588,15.0588
500,17.4156,0.901489,0.901489
1000,27.3605,4.99216,4.99216
5000,64.4274,1.22309,1.22309
10000,120.401,9.91039,9.91039
50000,519.52,2.2186,2.2186
100000,1034.73,9.70676,9.70676
