nTracks,time,time_low_error,time_high_error
5,18.0218,2.9267,2.9267
10,20.6992,4.87177,4.87177
50,21.9414,1.29254,1.29254
100,28.0855,6.65815,6.65815
500,24.4813,0.516718,0.516718
1000,27.7642,1.00088,1.00088
5000,52.4802,2.03739,2.03739
10000,76.9576,2.19222,2.19222
50000,267.603,5.38075,5.38075
100000,493.011,12.2044,12.2044
