nTracks,time,time_low_error,time_high_error
5,18.0215,10.4746,10.4746
10,13.504,1.07354,1.07354
50,12.5768,1.56589,1.56589
100,12.4808,0.737613,0.737613
500,16.349,0.577432,0.577432
1000,22.3257,1.52242,1.52242
5000,71.1545,19.8282,19.8282
10000,114.31,12.9152,12.9152
50000,470.118,5.17075,5.17075
100000,951.231,23.8783,23.8783
