nTracks,time,time_low_error,time_high_error
5,7.83503,0.830862,0.830862
10,11.9719,1.59198,1.59198
50,13.4188,2.23781,2.23781
100,13.6579,1.23205,1.23205
500,28.4822,5.20336,5.20336
1000,42.9245,6.31374,6.31374
5000,323.29,29.3662,29.3662
10000,729.815,30.8442,30.8442
50000,3726.79,100.824,100.824
100000,7373.07,386.614,386.614
