nTracks,time,time_low_error,time_high_error
5,16.3153,1.1759,1.1759
10,17.1477,2.00917,2.00917
50,17.5735,0.138967,0.138967
100,22.9746,1.02542,1.02542
500,26.3551,1.31645,1.31645
1000,27.8826,1.43686,1.43686
5000,58.1603,8.50701,8.50701
10000,69.1979,1.24635,1.24635
50000,217.366,16.1195,16.1195
100000,382.381,18.9499,18.9499
