nTracks,time,time_low_error,time_high_error
5,53.0635,2.26575,2.26575
10,55.1904,0.604776,0.604776
50,61.3613,4.40751,4.40751
100,58.7001,2.32376,2.32376
500,100.134,3.4392,3.4392
1000,127.503,2.51002,2.51002
5000,305.878,14.1503,14.1503
10000,524.096,13.8661,13.8661
50000,2196.35,32.7634,32.7634
100000,4293.15,43.8633,43.8633
