nTracks,time,time_low_error,time_high_error
5,10.9926,0.841871,0.841871
10,11.892,0.349941,0.349941
50,13.5606,1.61134,1.61134
100,17.219,11.7985,11.7985
500,17.7963,1.53258,1.53258
1000,24.4767,1.49706,1.49706
5000,67.1738,2.61163,2.61163
10000,118.603,7.02286,7.02286
50000,518.725,0.859802,0.859802
100000,1034.73,9.70676,9.70676
