nTracks,time,time_low_error,time_high_error
5,14.2188,1.1161,1.1161
10,14.5538,1.19947,1.19947
50,14.512,1.24892,1.24892
100,14.8808,1.74903,1.74903
500,20.1371,1.0476,1.0476
1000,24.9956,1.99083,1.99083
5000,66.8942,1.18207,1.18207
10000,117.586,7.77079,7.77079
50000,503.389,11.9968,11.9968
100000,982.851,9.49218,9.49218
