nTracks,time,time_low_error,time_high_error
5,114.029,2.56565,2.56565
10,118.611,3.06723,3.06723
50,139.568,32.7005,32.7005
100,82.254,4.59526,4.59526
500,87.3348,4.54304,4.54304
1000,89.3293,1.94432,1.94432
5000,123.47,4.78504,4.78504
10000,161.176,2.85535,2.85535
50000,555.63,1.56554,1.56554
100000,961.319,11.6581,11.6581
