nTracks,time,time_low_error,time_high_error
5,72.7877,2.97746,2.97746
10,72.1867,3.75965,3.75965
50,78.0119,2.06141,2.06141
100,55.8297,9.22492,9.22492
500,71.8778,0.512734,0.512734
1000,94.3849,1.24549,1.24549
5000,281.93,8.59159,8.59159
10000,512.975,4.05645,4.05645
50000,2316.27,11.034,11.034
100000,4569.61,16.6291,16.6291
