#nTracks, CPU_haswell_eigenInverse(one thread), CPU_haswell_eigenInverse(60 threads), CPU_haswell(one thread), CPU_haswell(60 threads), GPU_GTX1680(track/thread), GPU_GTX1680(track/block), GPU_V100(track/thread),  GPU_V100(track/block) 
5,     0.333188;           10.7563;        3.40777;	       9.7348;         16.566784;         6.520672;      20.456800;    11.686336; 
10,    0.680117;           12.9935;        7.57074;            13.0341;        14.391360;         6.857120;      17.878784;    10.789856; 
50,	3.77269;           12.8977;        37.6948;            18.8111;        21.716896;        11.483136;      24.200768;    11.193728; 
100,	6.11464;           17.6199;        75.4482;            13.0517;        31.039455;        19.501057;      25.455904;    11.839904;
500,	30.4536;           19.3925;         377.27;	       36.5474;        43.690624;        89.131004;      29.997055;    17.796896;
1000,	66.3187;           14.3664;        810.047;	       49.7813;        54.922272;       165.313477;      35.199390;    28.711744;
5000,	309.575;            48.961;        3812.72;	       428.381;       182.279495;       753.240723;      63.169567;    90.527679;
10000,	 580.34;	   82.6637;        6251.55;            740.261;       397.412170;      1430.097778;     103.116608;   155.304642;
20000,  1065.98;           129.667;          13136;            1667.44;                0;                0;     188.788223;   311.757812;
