nTracks,time,time_low_error,time_high_error
5,12.6614,1.61271,1.61271
10,11.2084,1.44458,1.44458
50,13.5558,1.12831,1.12831
100,14.4595,1.19005,1.19005
500,27.8315,10.4532,10.4532
1000,28.3688,0.958567,0.958567
5000,92.4835,11.3189,11.3189
10000,159.55,7.5991,7.5991
50000,701.706,11.0645,11.0645
100000,1407.05,13.8538,13.8538
