nTracks,time,time_low_error,time_high_error
5,11.5445,0.0168014,0.0168014
10,12.521,1.65032,1.65032
50,12.8139,1.27861,1.27861
100,16.2347,5.13013,5.13013
500,33.6238,18.249,18.249
1000,24.8307,1.22391,1.22391
5000,77.018,4.24205,4.24205
10000,144.483,15.7246,15.7246
50000,632.374,14.063,14.063
100000,1237.19,6.48605,6.48605
