nTracks,time,time_low_error,time_high_error
5,17.6813,1.9609,1.9609
10,17.9575,2.25905,2.25905
50,21.2906,10.2968,10.2968
100,16.7693,0.869741,0.869741
500,31.0592,12.9467,12.9467
1000,33.229,2.67283,2.67283
5000,105.079,10.1844,10.1844
10000,172.557,6.81019,6.81019
50000,733.662,5.31685,5.31685
100000,1429.55,12.3024,12.3024
