nTracks,time,time_low_error,time_high_error
5,17.0448,1.05076,1.05076
10,19.7141,10.8021,10.8021
50,22.4402,12.867,12.867
100,15.5005,1.18059,1.18059
500,24.2299,3.42105,3.42105
1000,35.2547,1.5091,1.5091
5000,100.668,8.81197,8.81197
10000,169.459,4.12474,4.12474
50000,725.92,10.3724,10.3724
100000,1429.55,12.3024,12.3024
