nTracks,time,time_low_error,time_high_error
5,14.9381,0.333934,0.333934
10,15.8783,0.44547,0.44547
50,21.6589,2.64828,2.64828
100,22.4735,0.962134,0.962134
500,30.6214,2.27191,2.27191
1000,31.1912,0.262351,0.262351
5000,63.2967,15.457,15.457
10000,86.0594,3.85364,3.85364
50000,282.004,9.43163,9.43163
100000,580.056,5.95837,5.95837
