nTracks,time,time_low_error,time_high_error
5,28.0806,16.1898,16.1898
10,34.3404,16.5304,16.5304
50,19.4542,0.505657,0.505657
100,30.0816,11.3613,11.3613
500,28.3068,1.64302,1.64302
1000,30.8365,1.20217,1.20217
5000,55.8598,2.72846,2.72846
10000,86.7555,4.09593,4.09593
50000,278.02,6.99829,6.99829
100000,566.911,9.50476,9.50476
