nTracks,time,time_low_error,time_high_error
5,25.3948,2.22919,2.22919
10,25.1627,2.71042,2.71042
50,28.3469,2.38055,2.38055
100,30.3208,1.20761,1.20761
500,35.5831,2.94323,2.94323
1000,41.0636,3.04776,3.04776
5000,85.8164,15.0588,15.0588
10000,115.675,5.75961,5.75961
50000,418.916,6.08274,6.08274
100000,759.437,4.02734,4.02734
